# week, sectorid, diam_T, e1_T, e2_T, e3_T, e4_T, cc_T, diam, e1, e2, e3, e4, cc 
39.0000,6704.0000,23.0000,6.5736,6.5215,6.7578,6.7495,0.0000,12.0000,6.1354,5.7801,6.1376,5.9074,0.6141
40.0000,6704.0000,17.0000,6.7916,7.2286,6.8592,6.6549,0.0000,11.0000,5.8418,5.9247,5.8839,5.8826,0.6338
41.0000,6704.0000,22.0000,6.7734,6.7705,7.6225,6.5219,0.0000,12.0000,5.9244,5.7204,5.9773,5.8236,0.6393
42.0000,6704.0000,21.0000,6.6285,6.6638,6.7916,6.8956,0.0000,11.0000,5.7683,6.2869,5.9275,5.9395,0.6354
43.0000,6704.0000,21.0000,9.2323,6.6111,6.7403,8.4127,0.0000,12.0000,5.7623,6.0923,6.3065,5.7593,0.6372
44.0000,6704.0000,26.0000,6.7725,6.6903,8.6113,7.8106,0.0000,12.0000,5.4449,5.9745,5.7760,5.9437,0.6352
45.0000,6704.0000,20.0000,6.5824,6.4840,6.6717,6.3832,0.0000,10.0000,5.9228,6.4111,6.5422,5.9610,0.6298
46.0000,6704.0000,25.0000,6.4666,7.9725,6.6585,6.8459,0.0000,13.0000,5.7590,6.4258,5.9612,5.4030,0.6242
47.0000,6704.0000,19.0000,7.1568,6.5853,8.9938,6.8168,0.0000,11.0000,6.1337,6.3732,6.1226,5.9022,0.6259
48.0000,6704.0000,19.0000,7.7062,6.5821,6.4764,6.8060,0.0000,9.0000,5.7634,5.5837,5.7527,5.6523,0.6308
49.0000,6704.0000,25.0000,6.7831,8.7789,6.9406,6.7579,0.0000,11.0000,5.8621,5.8910,6.6690,6.2443,0.6338
50.0000,6704.0000,20.0000,6.4462,6.7766,7.4203,7.2613,0.0000,11.0000,5.8335,5.9280,5.6728,5.9187,0.6281
51.0000,6704.0000,21.0000,6.8938,6.6425,6.7635,6.8568,0.0000,13.0000,5.8526,5.8254,6.2082,5.9067,0.6276
52.0000,6704.0000,20.0000,6.7319,6.9764,6.8658,8.3292,0.0000,12.0000,6.0730,5.9896,5.5548,6.1843,0.6307
53.0000,6704.0000,25.0000,6.7497,6.8441,6.7611,7.1177,0.0000,11.0000,5.7803,5.6116,5.8945,5.6712,0.6277
54.0000,6704.0000,23.0000,6.8716,7.4301,6.6047,6.4735,0.0000,11.0000,5.8127,6.2229,5.9224,5.9337,0.6146
55.0000,6704.0000,23.0000,7.2328,6.8428,6.5475,6.6848,0.0000,14.0000,5.9709,5.8202,6.3604,5.8553,0.5986
56.0000,6704.0000,16.0000,6.8809,6.6150,6.4166,6.8343,0.0000,11.0000,5.6919,5.7495,5.1076,5.0556,0.5608
57.0000,6704.0000,22.0000,6.7666,6.6070,7.8321,6.9121,0.0000,12.0000,7.3714,6.4152,6.1186,6.2514,0.6009
58.0000,6704.0000,27.0000,6.6372,8.0372,6.9624,6.8823,0.0000,13.0000,5.7085,5.7101,5.8588,6.0029,0.6180
59.0000,6704.0000,22.0000,6.8777,6.5444,7.2093,6.7874,0.0000,13.0000,5.8551,5.9506,5.8872,5.7022,0.6268
60.0000,6704.0000,25.0000,6.7930,7.9107,6.9086,6.6934,0.0000,12.0000,5.9543,5.8967,5.7794,5.5328,0.6313
61.0000,6704.0000,18.0000,6.7006,6.7422,8.0271,6.9046,0.0000,9.0000,5.6710,5.3632,5.5941,5.6676,0.6305
62.0000,6704.0000,22.0000,8.1722,6.9950,7.8206,6.7885,0.0000,13.0000,5.8249,6.2321,6.6941,6.5313,0.6153
63.0000,6704.0000,22.0000,6.7430,6.8166,6.8430,6.8850,0.0000,14.0000,6.3197,5.8278,5.8179,6.5594,0.6189
64.0000,6704.0000,20.0000,8.4733,6.7889,7.6833,6.9117,0.0000,11.0000,5.9417,5.9706,6.6006,6.9591,0.6178
65.0000,6704.0000,24.0000,6.6364,6.7927,6.9964,8.4877,0.0000,15.0000,5.9335,5.7965,5.8045,5.9216,0.6194
66.0000,6704.0000,22.0000,8.0464,7.2285,6.8198,7.3519,0.0000,12.0000,6.3218,6.4150,5.8063,5.7279,0.6266
67.0000,6704.0000,22.0000,6.8621,6.7793,8.1978,7.8113,0.0000,14.0000,6.0454,5.8148,6.1275,5.7922,0.6248
68.0000,6704.0000,25.0000,6.9942,8.4917,6.9299,6.7623,0.0000,14.0000,6.2858,6.2395,5.9159,5.9841,0.6243
69.0000,6704.0000,21.0000,6.8768,6.7604,6.7303,6.8010,0.0000,11.0000,5.9943,5.8659,6.1602,6.3104,0.6262
70.0000,6704.0000,19.0000,6.9607,6.8536,6.9429,6.6667,0.0000,11.0000,5.8642,5.6079,6.2793,5.8421,0.6331
71.0000,6704.0000,27.0000,8.0770,8.2022,6.9256,8.5733,0.0000,16.0000,5.9067,6.0225,6.4467,5.8422,0.6301
72.0000,6704.0000,21.0000,6.6651,6.7063,6.8668,8.3659,0.0000,10.0000,5.8410,5.8628,6.4685,5.6259,0.6353
73.0000,6704.0000,23.0000,7.0109,6.7171,8.5503,7.7668,0.0000,11.0000,5.7079,5.4597,5.8847,5.6989,0.6333
74.0000,6704.0000,36.0000,6.6147,6.9205,6.7783,6.9088,0.0000,17.0000,5.7875,6.3548,5.9347,5.7989,0.6323
75.0000,6704.0000,21.0000,6.7519,7.8041,8.6321,8.1862,0.0000,11.0000,6.5180,6.2028,6.3635,5.8873,0.6409
76.0000,6704.0000,22.0000,6.9295,8.5875,7.8585,8.3816,0.0000,13.0000,6.0701,6.0858,6.2245,5.7952,0.6367
77.0000,6704.0000,32.0000,6.9179,6.8441,6.7470,7.8991,0.0000,14.0000,6.0010,5.8661,6.0080,5.8470,0.6322
78.0000,6704.0000,25.0000,6.8642,6.7144,6.7321,7.0820,0.0000,10.0000,6.3491,5.9287,5.8093,5.8029,0.6339
79.0000,6704.0000,25.0000,8.8139,6.8004,6.8747,7.2051,0.0000,11.0000,5.7531,5.7182,5.8030,5.8135,0.6387
80.0000,6704.0000,20.0000,6.7087,8.6759,6.7248,6.7504,0.0000,12.0000,6.4005,5.7305,5.8868,6.1789,0.6350
81.0000,6704.0000,20.0000,6.7586,6.7190,8.0278,6.8648,0.0000,10.0000,5.9327,5.5166,5.5208,5.8154,0.6411
82.0000,6704.0000,18.0000,7.4876,6.7650,7.3490,6.7548,0.0000,11.0000,5.6794,5.5944,5.7645,5.8291,0.6430
83.0000,6704.0000,26.0000,6.7905,6.8997,8.0838,8.1477,0.0000,12.0000,5.6325,5.9247,5.7878,6.0145,0.6462
84.0000,6704.0000,21.0000,8.3152,6.6623,6.7088,6.5527,0.0000,11.0000,5.7463,5.6828,5.5715,5.7906,0.6420
85.0000,6704.0000,21.0000,6.6730,6.6107,8.1683,6.9555,0.0000,12.0000,5.8920,6.0329,6.2195,6.5415,0.6325
86.0000,6704.0000,22.0000,6.7802,6.7491,7.9516,6.9796,0.0000,11.0000,5.8049,6.2167,5.9901,6.4658,0.6348
87.0000,6704.0000,19.0000,8.0922,6.8068,8.5898,7.4013,0.0000,11.0000,5.7852,6.2293,6.1049,5.9125,0.6371
88.0000,6704.0000,21.0000,9.0248,8.0144,6.9714,7.7292,0.0000,9.0000,6.3882,5.9897,6.4129,5.8260,0.6354
89.0000,6704.0000,24.0000,6.9787,7.2463,6.6483,8.2088,0.0000,11.0000,5.8803,6.0807,5.9085,5.9225,0.6323
1.0000,6305.0000,27.0000,12.1015,11.4284,12.7891,10.9805,0.0000,13.0000,6.5664,6.2239,6.1549,6.8318,0.5887
2.0000,6305.0000,21.0000,10.0712,10.4900,10.6720,10.5180,0.0000,11.0000,5.9844,5.8486,5.7761,5.9525,0.5877
3.0000,6305.0000,20.0000,10.6824,10.7545,10.6280,10.6615,0.0000,10.0000,5.4217,5.8866,5.6725,6.1009,0.5921
4.0000,6305.0000,19.0000,10.4654,10.8418,12.1162,10.9587,0.0000,11.0000,6.9036,7.1529,6.2604,5.8526,0.5602
5.0000,6305.0000,19.0000,11.6158,10.7452,10.5371,10.5734,0.0000,8.0000,5.4512,5.9275,5.6249,5.7147,0.5333
6.0000,6305.0000,23.0000,10.7642,10.9242,10.7873,11.0159,0.0000,12.0000,5.9924,6.4013,6.1735,5.7168,0.5560
7.0000,6305.0000,24.0000,10.7510,10.5296,10.8926,10.9408,0.0000,10.0000,6.3994,6.4243,5.9814,6.1571,0.5780
8.0000,6305.0000,25.0000,10.7136,10.2981,11.3335,10.9484,0.0000,12.0000,5.6621,6.3048,6.2141,6.2478,0.5932
9.0000,6305.0000,26.0000,10.7355,10.3609,10.5470,9.9108,0.0000,11.0000,5.9045,6.0663,6.4612,5.9496,0.6034
10.0000,6305.0000,29.0000,10.1666,10.7940,10.3603,10.4478,0.0000,15.0000,5.8049,5.8956,6.2066,6.7445,0.5991
11.0000,6305.0000,29.0000,10.4447,12.5250,10.2162,10.1141,0.0000,15.0000,6.9967,6.2959,6.6530,6.3627,0.6139
12.0000,6305.0000,27.0000,11.8332,10.4938,11.8694,11.3674,0.0000,14.0000,6.2762,6.7215,7.3064,6.5388,0.6148
13.0000,6305.0000,29.0000,11.9344,11.2215,12.3875,11.7459,0.0000,12.0000,6.6601,6.6718,6.5742,6.9133,0.6074
14.0000,6305.0000,29.0000,12.5283,11.7334,11.8340,12.7917,0.0000,14.0000,7.7650,7.0937,6.9973,7.2009,0.6231
15.0000,6305.0000,23.0000,10.6799,10.0532,11.2467,10.5983,0.0000,12.0000,6.0903,6.2101,6.2473,6.2628,0.6200
16.0000,6305.0000,24.0000,11.4940,11.3655,10.5874,10.7472,0.0000,11.0000,6.3402,5.8554,6.4303,6.2221,0.6187
17.0000,6305.0000,22.0000,10.3242,10.9911,10.8771,10.8937,0.0000,12.0000,5.8079,5.7531,5.6594,5.7121,0.6091
18.0000,6305.0000,21.0000,10.3823,10.0373,10.5127,10.1879,0.0000,12.0000,6.0038,5.5982,5.7342,5.7918,0.6169
19.0000,6305.0000,22.0000,9.6314,9.8959,10.1483,10.6509,0.0000,9.0000,5.9113,5.5523,5.9092,5.3120,0.6175
20.0000,6305.0000,18.0000,10.1295,9.5606,9.2323,10.3445,0.0000,9.0000,5.4180,5.5498,4.9931,5.9091,0.6149
21.0000,6305.0000,22.0000,10.0655,10.4053,10.3900,9.7768,0.0000,9.0000,6.0846,6.1611,5.6406,5.5451,0.6227
22.0000,6305.0000,20.0000,9.9488,9.8348,9.6530,10.5592,0.0000,11.0000,5.7994,5.8293,6.1711,6.4122,0.6121
23.0000,6305.0000,22.0000,10.3404,10.1729,10.7663,10.7434,0.0000,11.0000,6.2978,5.8864,6.0672,6.3092,0.6119
24.0000,6305.0000,28.0000,10.1308,9.9611,12.3570,10.7910,0.0000,13.0000,5.8653,5.8472,5.7542,5.9618,0.6176
25.0000,6305.0000,20.0000,10.8465,10.2566,10.1201,10.2984,0.0000,12.0000,5.6034,6.3903,5.7058,5.8250,0.6139
26.0000,6305.0000,22.0000,10.6544,10.6458,9.9252,10.0915,0.0000,10.0000,5.9466,5.8111,5.5761,5.7710,0.6142
27.0000,6305.0000,22.0000,12.0874,10.8300,10.5495,10.7418,0.0000,11.0000,6.3014,6.3031,6.6779,5.9069,0.6159
28.0000,6305.0000,21.0000,9.3788,9.2758,9.4438,9.4009,0.0000,9.0000,5.2990,4.9981,4.8272,5.2977,0.6197
29.0000,6305.0000,27.0000,11.6855,10.2467,11.1354,10.6526,0.0000,14.0000,6.0563,5.7223,6.2309,6.6841,0.6145
30.0000,6305.0000,21.0000,10.2339,10.0533,10.3924,10.4896,0.0000,10.0000,5.9069,5.8641,5.8329,5.7405,0.6208
31.0000,6305.0000,28.0000,10.3780,10.3681,10.7678,10.8508,0.0000,13.0000,6.7334,6.3335,6.1029,6.1950,0.6122
32.0000,6305.0000,23.0000,10.1965,10.6373,10.5429,11.5145,0.0000,12.0000,6.2316,5.9394,6.8364,5.9604,0.6138
33.0000,6305.0000,24.0000,10.8725,10.6859,12.5096,11.7014,0.0000,10.0000,6.6648,6.3233,5.9566,6.2979,0.6149
34.0000,6305.0000,24.0000,10.8934,10.0652,10.5688,11.1171,0.0000,11.0000,5.6918,5.7330,5.7523,5.7839,0.6173
35.0000,6305.0000,26.0000,10.3861,12.1544,10.9424,10.6113,0.0000,12.0000,5.4691,6.2453,5.8523,5.6845,0.6166
36.0000,6305.0000,21.0000,10.8543,11.0099,10.7032,10.6434,0.0000,13.0000,5.9901,5.7120,5.8203,5.8520,0.6238
37.0000,6305.0000,21.0000,10.9096,11.3514,10.8789,11.1830,0.0000,11.0000,6.0897,5.9777,5.9407,5.7696,0.6145
38.0000,6305.0000,23.0000,10.4248,10.6842,11.9549,11.0904,0.0000,11.0000,5.8749,5.8096,5.9022,5.8864,0.6124
39.0000,6305.0000,22.0000,10.7834,11.0302,11.2989,11.0087,0.0000,10.0000,6.0639,5.8273,5.8350,5.9071,0.5993
40.0000,6305.0000,20.0000,10.2282,10.1038,9.9311,9.5934,0.0000,9.0000,5.6477,5.6397,5.6030,5.5892,0.6189
41.0000,6305.0000,24.0000,9.0488,10.0270,10.1453,10.1208,0.0000,11.0000,5.6987,5.1665,5.4399,5.7649,0.6177
42.0000,6305.0000,22.0000,10.0385,9.6722,9.9653,10.1959,0.0000,10.0000,5.8212,5.3315,5.6578,5.5145,0.6253
43.0000,6305.0000,22.0000,9.0363,8.9787,10.1020,9.4030,0.0000,10.0000,4.9825,5.3467,5.1896,5.5797,0.6213
44.0000,6305.0000,22.0000,10.4663,9.6890,10.8933,9.5923,0.0000,9.0000,5.6373,5.5816,5.5222,5.2409,0.6288
45.0000,6305.0000,21.0000,10.5711,10.1273,10.4933,10.4044,0.0000,10.0000,5.9108,5.9474,5.6301,5.8734,0.6132
46.0000,6305.0000,22.0000,10.5242,12.0890,10.8051,10.4182,0.0000,10.0000,6.1196,5.8838,5.8776,5.8879,0.6205
47.0000,6305.0000,28.0000,10.4102,11.7504,10.3038,10.5407,0.0000,12.0000,5.9049,5.9658,5.8824,6.0953,0.6144
48.0000,6305.0000,22.0000,10.4795,10.5213,10.7003,10.4266,0.0000,12.0000,5.5410,5.5897,5.8337,5.9971,0.6192
49.0000,6305.0000,17.0000,10.3332,10.3166,10.5638,10.6286,0.0000,9.0000,5.5622,5.6466,5.7864,5.9280,0.6236
50.0000,6305.0000,23.0000,10.6135,10.8549,11.3491,10.5016,0.0000,10.0000,5.6834,5.7698,5.6873,5.4581,0.6164
51.0000,6305.0000,18.0000,10.1047,10.5042,10.4354,10.2050,0.0000,9.0000,5.5481,5.6731,5.7228,5.7546,0.6161
52.0000,6305.0000,19.0000,10.7915,10.1853,10.1759,10.3275,0.0000,9.0000,5.4621,5.0803,5.0012,5.3385,0.6161
53.0000,6305.0000,24.0000,9.8016,10.4881,10.2460,9.1700,0.0000,12.0000,5.8720,5.4406,5.5757,5.6034,0.6112
54.0000,6305.0000,24.0000,10.4575,11.5871,10.9006,9.5406,0.0000,9.0000,6.0734,5.8726,5.4797,6.1949,0.6004
55.0000,6305.0000,24.0000,11.8863,10.8580,11.7043,11.1475,0.0000,12.0000,6.2267,6.5168,6.2154,6.3328,0.5741
56.0000,6305.0000,24.0000,12.4676,11.6772,12.2730,12.5476,0.0000,13.0000,6.4064,6.4878,6.9342,6.5608,0.5439
57.0000,6305.0000,25.0000,13.9868,14.3387,12.3726,12.9906,0.0000,13.0000,6.5433,6.8482,6.3865,6.5735,0.5822
58.0000,6305.0000,21.0000,11.6207,12.0017,11.4964,11.6966,0.0000,12.0000,5.9365,6.1637,6.0931,5.9412,0.6040
59.0000,6305.0000,29.0000,10.9843,10.6133,9.9951,10.8710,0.0000,14.0000,5.5937,5.8841,5.9694,5.9760,0.6167
60.0000,6305.0000,22.0000,10.2213,10.2831,10.7785,9.5399,0.0000,9.0000,5.8418,5.7565,5.8597,5.7242,0.6173
61.0000,6305.0000,20.0000,10.6677,10.5487,9.7738,9.6329,0.0000,10.0000,5.7430,5.3368,5.2748,5.2665,0.6232
62.0000,6305.0000,25.0000,10.2864,10.3059,10.0312,10.4550,0.0000,12.0000,5.3201,5.4724,5.8700,5.9464,0.6203
63.0000,6305.0000,19.0000,10.2378,9.7622,10.8760,10.3808,0.0000,10.0000,5.7427,5.8338,5.8141,5.6201,0.6123
64.0000,6305.0000,22.0000,10.4240,10.4136,10.5538,10.4065,0.0000,10.0000,6.0820,5.5997,5.8407,6.1042,0.6157
65.0000,6305.0000,22.0000,11.4403,10.9885,10.9810,11.5019,0.0000,10.0000,5.6803,6.1783,5.9735,5.7484,0.6169
66.0000,6305.0000,25.0000,10.7407,10.2375,10.9706,10.3234,0.0000,12.0000,5.8668,5.5127,5.6718,5.5940,0.6205
67.0000,6305.0000,22.0000,10.6275,11.0288,10.3199,10.8155,0.0000,10.0000,5.8534,5.8502,5.8115,5.6768,0.6170
68.0000,6305.0000,22.0000,10.8229,10.9430,10.6181,10.7044,0.0000,11.0000,5.9832,5.9317,6.1330,5.8496,0.6235
69.0000,6305.0000,27.0000,10.5609,10.6609,10.9688,11.5432,0.0000,14.0000,5.8688,5.9322,5.9755,5.9543,0.6286
70.0000,6305.0000,23.0000,10.9853,10.7041,10.6593,10.0692,0.0000,12.0000,6.4897,5.8420,5.8054,5.9729,0.6178
71.0000,6305.0000,22.0000,10.4916,10.7593,10.2222,10.8264,0.0000,11.0000,5.7173,5.8661,5.7944,5.8236,0.6236
72.0000,6305.0000,25.0000,10.3830,10.7743,10.6159,10.7214,0.0000,12.0000,5.7424,5.7470,5.8009,5.8764,0.6217
73.0000,6305.0000,22.0000,10.3224,10.5915,10.4838,10.6606,0.0000,11.0000,6.0529,6.0722,5.7031,5.7738,0.6210
74.0000,6305.0000,21.0000,10.3446,10.5601,11.7619,10.4348,0.0000,11.0000,5.7440,5.7360,5.5909,5.6325,0.6241
75.0000,6305.0000,20.0000,10.6914,10.9914,10.4527,10.7548,0.0000,10.0000,5.8926,5.2637,5.7423,5.7865,0.6210
76.0000,6305.0000,22.0000,10.6504,10.9268,11.1068,10.9267,0.0000,10.0000,5.8765,6.7193,6.4959,6.7676,0.6261
77.0000,6305.0000,21.0000,10.7096,10.5504,11.4747,10.4734,0.0000,11.0000,5.9327,5.9410,5.9583,6.2791,0.6236
78.0000,6305.0000,22.0000,10.9699,10.3454,10.5450,10.1894,0.0000,9.0000,6.1217,5.5748,5.5473,5.7831,0.6213
79.0000,6305.0000,25.0000,10.4296,11.0142,11.2085,11.0051,0.0000,12.0000,5.8047,6.4512,5.7401,5.5905,0.6243
80.0000,6305.0000,24.0000,10.7474,10.3258,10.7912,10.6719,0.0000,14.0000,5.9082,5.5989,5.1556,5.6126,0.6270
81.0000,6305.0000,28.0000,11.8974,11.2562,10.7321,10.9659,0.0000,10.0000,5.8625,6.4967,5.6646,5.6447,0.6275
82.0000,6305.0000,19.0000,10.6022,9.9521,10.5669,10.5021,0.0000,10.0000,5.2591,5.5148,5.6911,5.2644,0.6281
83.0000,6305.0000,22.0000,10.4684,10.9463,10.7274,10.6350,0.0000,10.0000,5.4748,5.4281,5.4444,5.4520,0.6326
84.0000,6305.0000,23.0000,9.7637,10.6411,10.2812,10.6334,0.0000,10.0000,5.4671,5.5215,5.4110,5.2091,0.6342
85.0000,6305.0000,20.0000,10.8233,10.8387,10.6047,10.4019,0.0000,10.0000,5.5232,5.7166,5.2708,5.7540,0.6248
86.0000,6305.0000,24.0000,10.5855,10.7256,9.9115,10.6476,0.0000,11.0000,5.3234,5.6191,5.5253,5.6021,0.6328
87.0000,6305.0000,20.0000,10.4610,11.1928,10.1069,10.6013,0.0000,11.0000,5.7080,5.7582,5.7050,5.6217,0.6280
88.0000,6305.0000,20.0000,10.1957,10.9995,10.5740,10.4644,0.0000,12.0000,5.5215,5.9214,5.7847,5.5918,0.6317
89.0000,6305.0000,22.0000,10.6584,10.1946,10.3973,10.2772,0.0000,10.0000,5.6553,6.0963,5.6670,5.7394,0.6324
1.0000,8505.0000,17.0000,9.7865,8.6810,8.9700,8.9233,0.0000,11.0000,5.1579,5.8806,4.9794,5.1589,0.6465
2.0000,8505.0000,20.0000,10.7835,9.3087,10.2577,10.2271,0.0000,10.0000,6.1885,6.7556,6.2705,6.5565,0.6345
3.0000,8505.0000,22.0000,8.9188,9.1452,8.7748,8.9461,0.0000,11.0000,5.1823,4.9010,5.4184,4.9266,0.6150
4.0000,8505.0000,22.0000,10.7553,10.8250,10.6248,10.5169,0.0000,9.0000,5.6369,5.7730,5.9409,5.6691,0.5961
5.0000,8505.0000,22.0000,11.1569,12.8699,10.9496,12.4680,0.0000,12.0000,5.7961,5.8906,6.0529,5.8333,0.5538
6.0000,8505.0000,21.0000,9.8173,10.2511,8.9284,8.8066,0.0000,13.0000,5.1411,5.3716,5.1044,5.0861,0.6128
7.0000,8505.0000,28.0000,8.5215,8.8684,8.7972,9.6293,0.0000,10.0000,4.9855,5.2270,5.1097,5.5128,0.6373
8.0000,8505.0000,24.0000,10.1442,10.8729,9.4153,9.2055,0.0000,14.0000,5.2569,5.1820,4.9445,4.9697,0.6472
9.0000,8505.0000,22.0000,8.9007,8.6848,8.4573,12.1471,0.0000,12.0000,4.5546,4.7523,4.9244,4.9423,0.6533
10.0000,8505.0000,20.0000,7.9965,8.7011,8.4257,8.0090,0.0000,9.0000,4.8649,4.9714,4.9829,4.7738,0.6591
11.0000,8505.0000,22.0000,8.5534,8.9103,8.9073,9.0862,0.0000,12.0000,4.9034,4.8254,5.1849,4.8023,0.6527
12.0000,8505.0000,20.0000,8.7507,8.5409,8.6758,8.8755,0.0000,9.0000,4.6771,4.6798,4.7883,4.6977,0.6610
13.0000,8505.0000,19.0000,8.2147,8.6891,8.7554,8.5408,0.0000,8.0000,4.7927,4.6981,4.8393,4.8762,0.6602
14.0000,8505.0000,19.0000,8.8468,8.7601,8.8683,8.1020,0.0000,10.0000,4.9034,4.8731,5.3901,4.9966,0.6482
15.0000,8505.0000,22.0000,8.3044,8.1583,8.2763,8.8032,0.0000,10.0000,5.5859,4.5862,4.8918,4.9793,0.6463
16.0000,8505.0000,25.0000,8.3707,8.5272,8.3591,8.5321,0.0000,12.0000,4.9628,5.1437,5.4991,4.7908,0.6565
17.0000,8505.0000,14.0000,8.2213,7.9404,8.2119,8.2259,0.0000,8.0000,4.6947,4.3703,4.6835,4.5566,0.6547
18.0000,8505.0000,27.0000,8.6250,8.5866,8.4304,9.7154,0.0000,12.0000,5.4005,5.1178,4.6227,4.8578,0.6600
19.0000,8505.0000,22.0000,7.8141,7.6709,7.8586,7.6229,0.0000,11.0000,4.5328,4.6819,4.5829,4.6454,0.6592
20.0000,8505.0000,18.0000,7.7225,7.6939,8.2063,8.2572,0.0000,9.0000,4.7375,4.5049,4.5554,4.5417,0.6566
21.0000,8505.0000,23.0000,9.8508,7.9128,7.8770,7.8312,0.0000,11.0000,4.8284,4.9826,4.8166,4.9051,0.6643
22.0000,8505.0000,21.0000,8.3082,8.5087,8.3170,7.6161,0.0000,10.0000,4.7030,4.8419,5.0426,5.7483,0.6615
23.0000,8505.0000,19.0000,8.2253,7.8745,8.0129,7.4613,0.0000,10.0000,4.5964,4.4634,4.5894,4.8890,0.6595
24.0000,8505.0000,23.0000,8.2467,8.0508,8.1277,8.2614,0.0000,10.0000,4.9681,4.7717,4.9535,5.2106,0.6525
25.0000,8505.0000,18.0000,8.2194,7.3274,8.1712,9.1118,0.0000,10.0000,4.8162,5.3880,4.8781,4.9032,0.6626
26.0000,8505.0000,20.0000,8.7306,7.8109,8.2608,8.7521,0.0000,12.0000,5.2345,5.0487,5.8346,4.8741,0.6659
27.0000,8505.0000,23.0000,8.2394,8.5463,8.3468,8.3306,0.0000,11.0000,5.7174,5.2252,5.4693,5.1966,0.6570
28.0000,8505.0000,22.0000,7.5843,7.8867,8.0049,8.1324,0.0000,11.0000,4.7435,4.5443,4.8098,4.6585,0.6618
29.0000,8505.0000,19.0000,8.6348,8.3699,8.3241,8.8787,0.0000,9.0000,5.0894,4.7534,5.5816,5.1194,0.6550
30.0000,8505.0000,22.0000,8.6514,8.3547,8.3539,8.0839,0.0000,9.0000,5.1133,4.8271,5.2128,4.9124,0.6696
31.0000,8505.0000,16.0000,8.1272,7.9557,7.2438,8.7126,0.0000,8.0000,5.0096,4.9689,5.0934,4.7464,0.6681
32.0000,8505.0000,18.0000,7.6069,7.5926,8.5272,7.9979,0.0000,8.0000,5.0064,4.9138,4.8244,4.8473,0.6561
33.0000,8505.0000,20.0000,8.1096,8.5315,7.3482,8.2453,0.0000,8.0000,4.6680,4.8947,4.7281,4.6946,0.6642
34.0000,8505.0000,18.0000,7.5841,8.5891,8.6117,8.3717,0.0000,8.0000,4.9959,4.9684,4.8263,4.8720,0.6594
35.0000,8505.0000,22.0000,8.5629,8.5855,7.8815,8.7708,0.0000,10.0000,4.7758,4.9884,4.9380,5.1154,0.6629
36.0000,8505.0000,17.0000,8.0927,7.8620,8.8621,8.3857,0.0000,9.0000,4.7191,5.0981,4.9690,4.8719,0.6544
37.0000,8505.0000,22.0000,8.7309,8.7390,8.7221,8.1292,0.0000,10.0000,4.8703,5.2160,4.9031,4.9216,0.6613
38.0000,8505.0000,22.0000,8.1795,8.2500,8.1246,7.8697,0.0000,10.0000,4.6226,4.8528,4.7199,4.6661,0.6647
39.0000,8505.0000,20.0000,8.2449,7.8117,8.3319,8.1973,0.0000,11.0000,4.6510,4.6824,5.3381,4.5759,0.6554
40.0000,8505.0000,16.0000,8.5252,7.5246,7.3575,7.9599,0.0000,8.0000,4.6575,4.6596,4.4907,4.5388,0.6620
41.0000,8505.0000,18.0000,7.9797,7.5115,7.5400,8.3972,0.0000,8.0000,4.8467,4.5205,4.6679,4.7760,0.6609
42.0000,8505.0000,14.0000,7.3978,7.8270,7.6608,7.8995,0.0000,7.0000,4.5859,4.3264,4.7102,4.5324,0.6702
43.0000,8505.0000,16.0000,7.4987,6.9981,7.7673,8.5179,0.0000,10.0000,4.4486,4.8661,4.7342,4.6181,0.6693
44.0000,8505.0000,16.0000,7.6012,8.5103,8.1233,7.9093,0.0000,7.0000,4.6036,4.9522,4.6838,4.4176,0.6694
45.0000,8505.0000,16.0000,8.6430,8.7065,8.4171,8.1651,0.0000,8.0000,4.8084,4.8954,4.8361,5.3446,0.6562
46.0000,8505.0000,16.0000,7.9786,8.2099,8.2969,8.5603,0.0000,7.0000,4.7106,5.1529,4.8012,4.7983,0.6633
47.0000,8505.0000,23.0000,8.0439,7.9987,8.3354,8.4836,0.0000,12.0000,4.9486,4.8447,4.8265,4.9073,0.6609
48.0000,8505.0000,20.0000,8.3261,8.3113,8.9698,7.8519,0.0000,8.0000,4.9851,4.8296,4.4366,4.7553,0.6623
49.0000,8505.0000,19.0000,7.9837,8.3658,8.4759,8.3943,0.0000,9.0000,4.5734,4.6956,4.8439,4.6012,0.6616
50.0000,8505.0000,20.0000,8.2936,8.5738,8.3291,8.1043,0.0000,11.0000,4.8009,4.7997,4.8495,4.7559,0.6466
51.0000,8505.0000,17.0000,8.1557,8.3990,7.9352,8.4453,0.0000,8.0000,4.9752,4.8950,4.9189,4.6834,0.6536
52.0000,8505.0000,18.0000,8.1789,8.5397,7.7300,7.8654,0.0000,7.0000,4.4737,4.5430,4.4731,4.7039,0.6523
53.0000,8505.0000,18.0000,7.8866,8.2998,8.4910,7.9781,0.0000,9.0000,4.7567,5.1717,4.8243,4.7556,0.6486
54.0000,8505.0000,19.0000,9.2143,8.7314,8.5071,8.2769,0.0000,9.0000,4.9846,4.9728,4.9978,4.7717,0.6271
55.0000,8505.0000,17.0000,8.4023,8.7664,8.8507,9.1021,0.0000,9.0000,4.8339,4.9504,4.8844,4.8815,0.6177
56.0000,8505.0000,14.0000,8.6750,9.1861,8.3760,8.4254,0.0000,8.0000,4.7747,4.8162,4.7987,4.9095,0.6008
